trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.5, 'e': 0.07052591838916446}",30,19,2.8525709184053047,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.070322568527467}",20,3,-19.63563530315518,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
555,False,"{'a': 0.5, 'e': 0.07000945322354726}",20,3,-35.457474989182394,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.06969773208362925}",25,11,12.182600467865386,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.06944206299791443}",30,0,43.409806327621375,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.5, 'e': 0.06889735435711332}",20,11,13.57966488639152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.0687347764781819}",25,12,24.27529208671971,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.06850061881220118}",30,1,-41.76544757481086,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 2}",1
561,False,"{'a': 0.5, 'e': 0.06798113763538807}",25,15,11.739368988770394,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.06780292116055361}",20,12,16.129453753322256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.06766068442695873}",25,6,22.516677602980696,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.06732406690111851}",25,0,27.6113425867439,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.0668836992488588}",20,0,31.959568106295375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.06653347995785074}",25,14,19.057685200305027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.06634164163434215}",25,10,21.308148731762838,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.06608093502337807}",25,11,4.8573855105248365,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.06583853327319866}",20,9,-24.451909650245764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
570,False,"{'a': 0.5, 'e': 0.0656486987139152}",30,19,21.856287117833464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.06545941151129517}",30,23,8.83300925562397,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.06533924028377068}",20,5,19.042846870516396,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.06508247286774503}",25,5,36.527812417842334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.06474168523547034}",20,10,-23.518529066934388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
575,False,"{'a': 0.5, 'e': 0.06457196117201923}",20,10,-21.231983954046935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
576,False,"{'a': 0.5, 'e': 0.06440268204999357}",25,15,19.54146247727398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.06423384670295373}",25,19,9.390177603703506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.06413275802262926}",20,14,10.158677219864835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.06403182843166055}",20,10,9.926594394563667,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.0638639652987795}",25,3,17.71272403245896,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.06349621380368242}",25,17,14.52226431425181,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.06336301166589116}",25,15,8.72431758197289,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.06319690187475241}",20,9,20.121429885839543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.06301468402421657}",25,13,-28.63351341099951,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
585,False,"{'a': 0.5, 'e': 0.06281650007313655}",20,16,5.524019339898183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.06275057736353896}",20,14,11.01556454438675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.06265182299367204}",20,10,19.93025436781255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.06248757762467322}",20,5,27.79789005412081,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.06224201655339803}",20,12,14.232361876144141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.062111445466262266}",20,16,7.3977950653715965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.062046262675476534}",30,19,23.701833208730527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.06186736250342513}",20,0,-2.3148493807964625,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.06154340996976117}",30,4,-58.66219428543545,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 2}",1
594,False,"{'a': 0.5, 'e': 0.06112480630661844}",25,11,23.4543925411966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.06090058490262559}",20,12,14.974532222685623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.06077282786616907}",25,0,37.193407480733406,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.5, 'e': 0.06037531195899849}",25,0,35.68927099215564,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
598,False,"{'a': 0.5, 'e': 0.05998039620887184}",25,17,3.4901138785620764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.059854569541075694}",20,4,33.48599912734681,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.059603707527997686}",30,14,-5.26307759671554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
601,False,"{'a': 0.5, 'e': 0.059353896925866054}",25,10,25.10450092399835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.05912065046204862}",25,11,24.700591406812247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.05890378081365947}",20,12,14.475117443485496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.05878021266591721}",30,16,27.989780148226593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.05856459183032982}",25,6,-26.990551816239748,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.05827322812080289}",20,7,22.56339915976053,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.05807470964463879}",25,15,17.373821983870734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.057922463442384706}",35,20,17.907586425393315,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.05769484216605292}",20,13,11.104854193100177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.05758892523455515}",20,15,7.668254901743021,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.05751338935145161}",30,3,51.90044434941924,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.057107204322929345}",20,5,15.231654750310625,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.05688278681781661}",30,18,19.73955281531132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.056703887952979565}",35,23,21.76526777996196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.056525551732936}",25,17,14.84469498485214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.056406972625937}",30,20,17.927582577326397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.056259098492506134}",20,11,4.917542349821589,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.05612634325119311}",35,27,15.278823097009997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.056008601602366925}",25,17,17.91011809577781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.05589110695156458}",25,17,14.270309605699142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.05577385878063447}",25,14,18.894472337183853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.055613044051405526}",20,16,8.045748339942696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.055554681001115075}",20,14,13.130716758275819,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.05546725124754261}",30,15,26.6327784829765,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.05524927836149402}",20,16,9.665802229196032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.055191297064722276}",20,14,10.438722425165231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.055104439190376546}",20,9,21.041917035389964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.054945554622203366}",20,13,13.769328892949353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.05484468486805312}",30,3,47.270678956330606,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.05445734741257307}",20,8,11.192446755829689,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.054286076661276224}",25,13,22.02154936980244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.05411534456402047}",25,14,20.220617324141468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.053959311887181276}",20,16,8.947638119127314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.05390268434436236}",20,7,21.32100783839243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.05371905492992501}",30,7,34.582931412478565,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.05339570323592991}",30,10,35.50119316774893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.05311611036741071}",30,13,27.681005961045322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.05287960781369314}",30,10,-1.8650313080992957,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.05260271734613109}",30,11,21.599981980560013,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.05234101445743741}",20,6,26.119859325300204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.052149014245785434}",20,15,10.720979760944676,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.05208061356235558}",20,14,9.398138300793638,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.05199865115833121}",25,19,12.720054867102393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.05191681774348751}",25,12,22.996735297715663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.051739953549103754}",20,15,8.934489899262122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.05167208940565691}",20,11,-44.83235991726569,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.05155015818240582}",20,12,3.470001921425933,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.051442016438795646}",25,15,16.91100388170243,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.051307158224488184}",20,13,15.656350406563966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.05121296788512706}",30,23,5.133219139525018,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.051118950461599415}",25,12,24.54694139269267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.050944804348950434}",20,2,31.692293722700885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.05070465794107497}",20,12,16.011697829834144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.050598289884947904}",25,0,27.96891244393728,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
655,False,"{'a': 0.5, 'e': 0.050267325771361046}",30,18,21.603952054908756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.0501092328222991}",20,8,-26.02401536240916,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.049951637082511}",30,0,48.05056043148447,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,0,44.60032576783227,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,11,15.098042734091873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,2,29.224073401904512,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,20,9.678811098831567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,7,30.834715099047177,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,9,17.821079653724368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,13,24.074024263409374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,8,25.730571887059195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,13.391994376457284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,2,29.6911726975069,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,9,20.618422716127405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,14,24.443989939213342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,13,12.338496554883823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,14,21.661500769314255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,14,20.01487783549423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,24,11.57591326467505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,13,13.299451958768525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,9,18.504198420275127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,17.767319222064735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,10,18.78519141053867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,17,15.475249209550643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,20,10.512725619542042,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",35,17,36.09259827270238,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,10,18.589804200890214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,1,31.205085270142234,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,9,18.22671291250425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,9,20.85158470759533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,12,23.819492096450396,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,11,16.112281440193048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,11,26.691668522711282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,9,21.63058188836484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",30,17,22.22645827934122,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,14,13.306424096577569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,8,30.41300746918031,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",30,16,23.665959397531942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,7,25.025754083339745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,15,12.36331568032338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,10,27.363169950293663,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,0,28.38707837353312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,True,"{'a': 0, 'e': 0}",25,18,15.238041575967056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,10,18.399657533801694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,11,16.957952140335074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,10,16.005647812661103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,16,25.434250949818903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",30,17,24.089661282510477,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,9,15.092936917833544,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,16,17.43520586522204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",35,13,38.09231149470091,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,7,22.306236132232762,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,14,12.03898098642664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,20,9.180498828814372,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,10,17.338276625355647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",30,22,15.476727855384766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",30,13,29.866389189056388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,4,25.53325495221451,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",20,14,12.503983583761045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",30,14,28.992427777664375,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,6,27.626276975930402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,8,22.22596702910098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",25,13,20.198872641825194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",35,17,29.07876201105752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",20,6,23.066625030301367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",30,20,15.892848800668348,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",25,8,27.695186003283098,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,15,12.0350060174151,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",30,12,35.96922274930011,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,12,15.543856261166702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",25,20,9.869688314126368,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,5,26.213592126819915,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",20,9,17.144337815529376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",25,16,16.748260603620057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",35,11,44.89198176434074,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",30,8,39.82314124687846,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",30,17,23.802161661171677,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",20,14,11.65649338568506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",30,15,27.662230684596523,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,15,13.943483009158163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",35,3,50.89225868471732,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",20,14,14.600064198828676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",20,6,25.770209403465653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",25,18,10.84550131457712,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,7,23.529074438691147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",25,5,34.14781892605153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",30,19,18.923309159385095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,16,6.702382403186097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,12,15.046407685977561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",20,6,22.13914006623704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",30,16,23.021420063330403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",30,21,18.09836626640801,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,4,26.400090421139957,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,18,12.44729692240405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",30,18,22.514838933533973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
