trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.3333499299691954}",25,8,6.300341470332411,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.3318656701246029}",20,12,-39.572749579695135,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.33116948346917796}",20,0,-14.146039222042374,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.3294353996340041}",20,0,-58.850888504501356,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.32771039588288847}",20,0,-56.44235244742135,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.32599442467030587}",30,16,16.67045777188762,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.32479859384465454}",30,13,-47.11371642307448,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.32335240931877723}",25,16,10.881396547164051,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.32258939092213557}",20,10,6.7230753129132665,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.3217437042203702}",30,4,-24.725067253972714,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.3195552799317919}",20,0,4.290465342332415,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.3178820108866815}",20,3,0.8856238710028195,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.31646662284648897}",25,0,-60.0555599543761,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.3143966102917489}",20,10,5.040839349357355,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.31357240143713094}",30,8,-109.83109972015565,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 3}",1
199,False,"{'a': 0.5, 'e': 0.3117667396854656}",20,0,-44.16205173043951,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.31013425332841954}",20,3,-15.243563370051255,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.3087533626268958}",25,8,20.148380225027527,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.30737862042109315}",25,9,-76.3701163535304,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
203,False,"{'a': 0.5, 'e': 0.30609033750322745}",20,0,-38.13247337436393,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.3044875741664399}",25,5,-75.50330948461774,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
205,False,"{'a': 0.5, 'e': 0.30289320328769176}",20,14,9.512321615800005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.30241652197758434}",30,0,1.3654905966005804,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.30004434457486007}",30,0,6.827515763508203,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.2976907747058552}",20,10,-29.809268621946618,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.2969103611631552}",20,0,-24.196766967712463,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.2953556664117091}",20,12,-25.82685987137961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.2947360703158467}",20,12,5.439596010404895,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.29411777400653205}",30,10,26.155432311576487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.29257770191957744}",20,11,14.314141385073462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.2918873029536873}",20,0,10.623107366471206,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.29035891015480314}",25,0,-1.6679567276424785,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.2884596685096814}",25,13,-13.092296944894304,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.28755245017291237}",30,8,-48.41156351625882,"{0: 16, 1: 4, 2: 0, 3: 1, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.2858966205830147}",20,0,-13.835962654794276,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.2843995964517741}",30,18,19.84124565654044,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.2835051472200885}",30,0,-110.45306671911797,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.28128131202949214}",20,0,-14.180537618380862,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.27980845477459887}",25,16,-6.501369444922923,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.27914818754795695}",20,0,-25.731581191271744,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.2776864998508475}",25,8,-8.047277373288944,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.27645008464850396}",25,6,-62.78449234548928,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.27507472251167614}",30,0,-10.516504337219564,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.27291701619147973}",25,0,-17.141608924669036,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.2711318622158816}",20,7,-1.7241860592293774,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.2702082016282949}",25,4,-22.156612089352656,"{0: 18, 1: 1, 2: 0, 3: 2, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.26872277688032664}",35,0,-14.028170960760708,"{0: 31, 1: 3, 2: 0, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.26626519317992337}",25,0,-25.949129113269283,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.2645235488705958}",20,0,-29.79688634226557,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.26313843933298336}",20,8,16.379254457421215,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.26231085737497506}",30,12,6.388966674352327,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.2610743620944386}",30,0,-29.63491440159078,"{0: 22, 1: 5, 2: 2, 3: 1, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.25902647562930364}",30,14,-7.897602170340283,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.25794084585007226}",20,13,-18.72051993244829,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.2574673147357701}",30,0,-69.01337180102668,"{0: 23, 1: 3, 2: 1, 3: 2, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.2554477222149569}",20,5,22.82073147087182,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.2544438744310233}",30,0,-28.042457626898642,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.25244799799795054}",25,12,-19.531580264688827,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.25158798743238964}",30,1,-15.213958245707865,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.2496800451969811}",25,15,10.690615309761878,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2490254945519159}",25,9,-8.198057424496783,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.247981780807919}",20,14,11.014598586312484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.24759151691663575}",20,8,-36.49890759872552,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.24681283071299512}",20,0,17.36322693071243,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.24552045879644824}",25,0,6.335940475000813,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.24391450608148935}",35,17,-20.63152709244169,"{0: 12, 1: 5, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.24276472852884687}",20,0,-29.090481479542177,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.24149355345835932}",25,3,-11.818458586287775,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.2401029474268495}",20,0,-40.010814657277564,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.23884571008858718}",25,0,-8.97150505642124,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.23728341699719535}",20,14,-0.7871939385320394,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.23690998976656327}",30,4,4.754867523292283,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.2352985842627065}",30,11,0.672084720548388,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2341279542589009}",20,10,-26.007509361544678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.2335141743175882}",30,8,16.33911787934997,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.23216951639774408}",20,0,1.3479722353055843,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.23095382043086937}",20,8,4.789101404536068,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.23022746051398998}",20,0,18.75689963264796,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.22902193362332285}",25,10,12.09467975405343,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.22812193279909745}",25,4,-2.229128139257268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.22686787032988984}",20,2,-11.948199994892844,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2257984481421255}",30,0,-39.07203144992139,"{0: 25, 1: 0, 2: 2, 3: 3, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.22402726853609642}",30,8,8.552422549100982,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.22273723960411215}",35,6,-37.96417576107494,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.22104808985107316}",20,0,21.420443088506826,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.21989062837427473}",30,16,19.051422324128396,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2190840133778749}",25,3,2.219655167736019,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2178224494725544}",20,11,6.995492032813669,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.21730845133504478}",20,6,24.492605791062765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2165113084236474}",20,10,9.899093545458719,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.2159437115358753}",25,17,-38.65023670882743,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.2154907055643997}",20,4,1.8752892155529644,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.21458754257096463}",25,13,10.846133599300714,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.21391265531733786}",20,0,0.7783704245094656,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.21279255670849537}",20,11,7.579099500659256,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.21229042766675094}",20,11,0.07436932234893634,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.21178948350467738}",25,0,-6.189524633025506,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.21040416556538477}",20,3,29.628765124638953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.20946732884814726}",25,10,-4.729405375171375,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.20864417289260595}",20,11,18.335261804377915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.2081518328398303}",35,17,23.945240272749235,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.20717063533425567}",25,10,23.996331028814,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.20635650482890938}",30,0,-17.339097226404462,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.20473782925371523}",20,0,-15.506710281233007,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.2036657722621159}",20,0,-30.258313950432015,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.2025993288212582}",20,10,2.9743439018483233,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.20206820299073736}",25,8,18.714744607915854,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.20116848262902667}",25,0,-11.731205864854342,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.1998526368032819}",25,13,-5.95751741473576,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.19922409147597042}",20,2,9.569003590763003,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.19828497804641432}",20,0,-50.88011337626536,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.19724670975071826}",20,11,12.189133618533504,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.1967812644227125}",20,0,-25.459467999403255,"{0: 12, 1: 7, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.19575086993670526}",30,10,-13.990841255950993,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.1947258708464432}",25,7,-28.991431126974256,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.19380796137556}",20,11,15.658322044654179,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.1933506305016175}",30,10,13.469611633498891,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.19233819964790108}",20,4,20.27819959697471,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.19153207325980035}",20,14,9.363925005157906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.19123064767937104}",25,11,-29.09560872733527,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.19052916481341245}",20,16,5.733497501869307,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.1903292141828099}",20,0,5.082277112196577,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.18933260419864603}",25,14,1.5732867802288149,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.18878669483995938}",25,15,18.726571095819224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.18829177962641186}",30,15,3.0966010729497007,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.18755183845930354}",25,14,25.718040439937507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.18701106364512313}",20,0,-57.1312280656571,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.1860318283029396}",30,23,9.546088801294813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.18569030868567374}",20,2,18.665939782721406,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.1848149915423845}",35,13,24.464925194752897,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.18375076088996423}",20,7,20.599995597631562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.18312478010561078}",20,7,-37.18841510549227,"{0: 7, 1: 4, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.18250093184000432}",20,10,4.118591530814055,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.18202249511685073}",30,12,11.502150224921587,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.1811644675139684}",25,8,31.107189686082897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.18035782224356797}",25,0,-14.906415877586753,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.1791780992350823}",20,8,-56.92109830290677,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.1786145762371765}",30,0,4.2730706071528415,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.17721351038675182}",30,8,16.76029343708239,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.1761930517745871}",25,0,6.163000637257465,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.17504057058731107}",20,10,13.70729019534947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.17458169163164555}",20,0,15.004785281761073,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.1736675394996182}",20,0,14.40127616564049,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.1727581740901428}",30,0,8.866494207209826,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.17140304628815414}",20,10,5.633539981223407,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.17095370331232465}",25,18,7.984795451972763,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.17063986431037526}",20,16,9.460557035281397,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.1704607864851604}",30,5,3.938691899809686,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.16934580012438294}",20,14,11.140253809483788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.16907929042067124}",30,12,-46.96781871414488,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.16828227520470262}",20,8,22.736723985911485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.16775302005230064}",20,6,-13.889694489876403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.16713765912188744}",25,0,23.36866149071277,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.16604440938313064}",20,0,10.301825798093061,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.1651749605341123}",20,2,20.519907838193486,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.1643963497621179}",20,1,15.568751090925494,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.16357846426505607}",20,8,-17.228512320609855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.16306400280481628}",20,0,-9.727416612551192,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.1622101600883907}",20,0,-19.449439909826268,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.1613607882997717}",20,1,8.13771161250303,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.16055800497316}",30,9,10.926840493474332,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.1596753639850836}",25,18,4.63588780662533,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.1593822299031771}",30,15,6.957198449650415,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.15875589627647885}",30,18,-2.1311390161862525,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.15825660200454014}",35,15,35.4096702750162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.15742793200611271}",25,0,-10.464115555631121,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.15639819372664338}",30,21,10.249094880967151,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.15602913911138208}",25,8,-3.8611473013618482,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.15533441034455509}",20,15,9.474935750207788,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.15513066766635863}",20,5,-5.466761715381221,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.1545210416512714}",20,9,1.962479491664831,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1540755056955998}",30,16,-29.575394225465228,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.1535103173817967}",30,16,2.249056563205051,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.1529472023231072}",25,15,8.021333829579493,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.15254624240713743}",35,4,20.05652385818199,"{0: 29, 1: 1, 2: 0, 3: 1, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.15130993440995233}",20,0,-25.365907049455977,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
360,False,"{'a': 0.5, 'e': 0.15051763884994812}",20,6,17.855576273144194,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.14996550170059944}",20,0,24.171671587319402,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.1491802459167375}",20,0,-12.136027794781498,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.1483991019228479}",20,9,21.956456017036743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.14797121757137408}",20,9,15.781544041630593,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.14754456695390453}",20,0,2.995546928277225,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.14677198777226533}",25,13,-8.172662866583336,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.14631038341932762}",30,0,-52.06758932381419,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
